session_id,session_title,canceled,description,session_type,start_time,end_time,recorded,skill_level,speakers,room,tracks,sponsored_by,cost
1232,Introduction to using satellite data for investigations,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Satellite imagery can be a potential game-changer for investigative journalists – if you know how to access, choose, and analyze the image for little to no cost. In this hands-on workshop, a journalist with deep knowledge of satellite providers will share insider tips on how to acquire medium and even high-resolution images from commercial and public sources, as well as how to filter and use these resources to give investigations into topics like the scars of war or environmental disasters much greater reach. This session is good for beginners. Laptops will be provided.</p>",Hands-on,2026-03-08T14:15:00.000Z,2026-03-08T15:15:00.000Z,False,Beginner,['695c59a7'],205,"['Mapping', 'Data analysis', 'Story ideas']",,
1233,How we did it: Student-led investigations,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Are you a student journalist who wishes they had a clearer roadmap for getting started with accountability journalism? Let&#39;s talk about open records laws, data analysis, tools and what&#39;s available to you, even if you&#39;re at a private institution. This session is great for total beginners or those looking for story ideas.</p>",Panel,2026-03-06T16:30:00.000Z,2026-03-06T17:30:00.000Z,True,Beginner,"['5899ea41', '3b8d890a', '54c9e6e5', 'a084f56c', 'a4abb5e2']",White River B,['Students'],,
1234,Introducing the new IRE Resource Center,False,"<p class=""mt-4 leading-relaxed text-gray-800"">The new IRE Resource Center is here! Members can now access an enhanced, user-friendly search interface with more opportunities to easily surface thousands of tipsheets, contest entries and other training materials. In this session, the volunteers who built the app will demonstrate its new features, talk about how it was made and solicit live feedback from the audience.</p>",Demo,2026-03-05T19:30:00.000Z,2026-03-05T20:30:00.000Z,True,Beginner,"['c2d4b387', '63d8f868']",White River E,['Tools & Tech'],,
1235,2025 Philip Meyer Awards presentation,False,,Special,2026-03-06T22:00:00.000Z,2026-03-06T22:15:00.000Z,False,Beginner,[],White River E-F,['Event'],,
1236,Lightning Talks ⚡️,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Sometimes you don&#39;t need 45 minutes to explain a useful technique or interesting resource. Join your colleagues for a session of short (5-minute) talks about doing data journalism, web development and related topics.</p>",Special,2026-03-06T22:15:00.000Z,2026-03-06T23:30:00.000Z,False,Beginner,['b754b942'],White River E-F,"['Story ideas', 'Event']",,
1237,Code Buddies: Get help on your data project,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Need help on a data project? Having trouble figuring out how to use that cool tool you learned about in another session? Just want to network with some other news nerds? Stop by this session and get one-on-one help from experienced data journalists who would be delighted to help you solve your problems.</p>",One-on-one,2026-03-07T22:00:00.000Z,2026-03-07T23:00:00.000Z,True,Beginner,"['6d04b50b', 'df50f515']",White River D,['Data analysis'],,
1238,The two essential data sources for covering government spending,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Tracking government spending has never been more convoluted. In the last year, DOGE took a “chainsaw” to federal contracts and grants, entire departments canceled awards en masse, and award recipients lost faith in the federal government as a financial partner. In the midst of it all, reporters do have public tools to dig through what some might see as a trail of chaos.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">In this session, we will break down two specific data resources any reporter needs to follow federal money: USA Spending and Sam.gov. Whether reporters are interested in funds from a specific federal department, funds going to a specific county, or even funds meant to achieve a specific purpose, this session will cover what is knowable, how to know it, and how to fact-check it. Panelists will also walk through what is not knowable and what should always be confirmed with federal agencies before going to print.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for all levels of experience. Laptops will be provided.</p>",Hands-on,2026-03-05T19:30:00.000Z,2026-03-05T20:30:00.000Z,False,Beginner,"['4f009da3', 'a34276ee', '8e0a2fa8']",203,['Beat reporting'],,
1239,R 1: Intro to R and RStudio,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Jump into data analysis with R, the powerful open-source programming language. In this class we’ll cover R fundamentals and learn our way around the RStudio interface for using R.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People with a basic understanding of data analysis who are ready to go beyond spreadsheets. Laptops will be provided.</p>",Hands-on,2026-03-05T14:00:00.000Z,2026-03-05T15:00:00.000Z,False,Beginner,['8a1dde41'],204,"['Data analysis', 'Tools & Tech']",,
1240,R 2: Data analysis and plotting,False,"<p class=""mt-4 leading-relaxed text-gray-800"">We&#39;ll use the tidyverse packages dplyr and ggplot2, learning how to sort, filter, group, summarize, join, and visualize to identify trends in your data. If you want to combine SQL-like analysis and charting in a single pipeline, this session is for you.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People who have worked with data operations in SQL or Excel and would like to do the same in R and have some experience working with RStudio. Laptops will be provided.</p>",Hands-on,2026-03-05T15:15:00.000Z,2026-03-05T16:15:00.000Z,False,Intermediate,['028c616a'],204,['Tools & Tech'],,
1241,R 3: Gathering and cleaning data,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Learn how to import a wide variety of files in R including spreadsheets, files on the web and HTML tables, and transform the results into usable data. This session will also focus on how to clean and structure the data you&#39;ve gathered in preparation for analysis using tidyverse packages.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People who have some experience using R and the Tidyverse. Laptops will be provided.</p>",Hands-on,2026-03-05T16:30:00.000Z,2026-03-05T17:30:00.000Z,False,Intermediate,['af338f06'],204,['Data analysis'],,
1242,Custom dataviz with JavaScript 101,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Interested in building data visualizations for the web? This session will introduce you to charts made with HTML, CSS, and JavaScript, helping you understand how various components combine to create a complete visualization displayed in your browser by coding.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for journalists who are new to HTML, CSS, and JavaScript. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-07T19:30:00.000Z,2026-03-07T20:30:00.000Z,False,Beginner,['146344c3'],102,['Data viz'],,
1243,Custom dataviz with JavaScript 102,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Interested in building data visualizations for the web? This session will continue the exploration in the 101 session of various charts made with HTML, CSS, and JavaScript, helping you understand how various components combine to create a complete visualization displayed in your browser by coding.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for journalists with a bit of HTML and CSS experience, or participants who already attended &quot;Custom dataviz with JavaScript 101&quot;. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-07T20:45:00.000Z,2026-03-07T21:45:00.000Z,False,Intermediate,['da364a80'],102,['Data viz'],,
1245,Using Python to scrape basic websites,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This session will show you how to use the Python programming language to scrape data from simple websites.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People with some experience working with data. Experience with Python and/or HTML is a plus but not necessary. Laptops will be provided.</p>",Hands-on,2026-03-06T15:15:00.000Z,2026-03-06T16:15:00.000Z,False,Beginner,['4f281243'],104,"['Data analysis', 'Data viz', 'Tools & Tech']",,
1246,Using Python for data analysis,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Imagine rolling Excel and SQL into one tool that also allows you to track your code and share it: That&#39;s pandas in a nutshell. There&#39;s a lot more you can do with it, of course, but this will be a good start. We&#39;ll learn how to slice and dice our data and extract basic stats. Specifically, we&#39;ll cover loading the data, filtering, sorting and grouping data.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This class is good for: People who are comfortable with Excel and are familiar with the basics of SQL and Python. We recommend that you attend a Python 101 session or have equivalent experience before coming to this class.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-07T16:30:00.000Z,2026-03-07T17:30:00.000Z,False,Intermediate,['03bb30e6'],203,['Data analysis'],,
1248,Extracting data from PDFs using off-the-shelf tools,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Join this class to learn how to liberate data trapped inside PDF files. This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked through tackling common challenges encountered with tricky PDF documents.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.</p>",Hands-on,2026-03-07T19:30:00.000Z,2026-03-07T20:30:00.000Z,False,Beginner,['e00dd2d6'],204,['Tools & Tech'],,
1249,QGIS 1: Spatial analysis for beginners,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Learn to how to make your own maps using free, open-source software called QGIS. This class will teach you how to get started importing and displaying geographic data. Not all datasets need to be mapped, but some do! We&#39;ll go over how to find publicly available data, prepare it for mapping, and join together different datasets.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Beginners looking to learn the basics of visualizing geographic data. Laptops will be provided.</p>",Hands-on,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,False,Beginner,"['980352bb', '4d273630']",204,['Data analysis'],,
1250,QGIS 2: Analyzing geographic data,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Build on your existing knowledge of QGIS and learn how to explore, manipulate and analyze geographic datasets to gain new insights.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Those who attended the QGIS I workshop or already know the basics of visualizing geographic data in QGIS.</p>",Hands-on,2026-03-06T15:15:00.000Z,2026-03-06T16:15:00.000Z,False,Intermediate,"['980352bb', '4d273630']",204,['Data analysis'],,
1251,Extracting data from PDFs using command-line and other advanced tools,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This class seeks to help you free data stored in PDFs. Attendees will extract text from a computer-generated PDF using command-line tools, process image files with optical character recognition and set themselves up for working with PDFs in Python. The session will also cover how to assess a PDF to select the right tools to use to free its data.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People with experience using a command-line interface and who deal with frustrating PDFs. Knowledge of Python or R is a plus but not required. Laptops will be provided.</p>",Hands-on,2026-03-06T19:30:00.000Z,2026-03-06T20:30:00.000Z,False,Intermediate,['63a104bd'],205,"['Tools & Tech', 'Data analysis']",,
1252,Finding and using undocumented APIs,False,"<p class=""mt-4 leading-relaxed text-gray-800"">This tutorial will introduce reporters to an exciting and often overlooked data source found on every website. You will learn how to find and use hidden APIs as a reporting resource, and hear about how this data source has been used in past reporting. We&#39;ll be working off this scripted documented: https://inspectelement.org/apis</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is for reporters who want to diversify their data sources. You don&#39;t need to write code: we&#39;ll teach participants to find hidden APIs in your web browser, but knowing some coding will let you to unlock detailed and rich datasets hidden in plain sight. Laptops will be provided.</p>",Hands-on,2026-03-05T22:00:00.000Z,2026-03-05T23:00:00.000Z,False,Beginner,['cfb25801'],203,['Data analysis'],,
1253,Using regular expressions,False,"<p class=""mt-4 leading-relaxed text-gray-800"">By the end of this class, this expression -- ^[A-Za-z0-9._-]+@[[A-Za-z0-9.-]+$ -- will make sense to you! You&#39;ll learn how to construct advanced searches on text data using regular expressions, a powerful pattern-matching syntax that can help you find needles in haystacks.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for those with some basic experience working with data, and anyone who wants to learn to use regular expressions. Laptops will be provided.</p>",Hands-on,2026-03-07T14:00:00.000Z,2026-03-07T15:00:00.000Z,False,Beginner,['4be87029'],203,['Data analysis'],,
1254,Introduction to the command line (OSX),False,"<p class=""mt-4 leading-relaxed text-gray-800"">Too often in data journalism we forget about the basics. And it doesn&#39;t get as basic as the command line. Even knowing a little will make your job easier. We will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People who feel intimidated by the command line on their computer, but want to explore the power of command line tools. Laptops will be provided.</p>",Hands-on,2026-03-05T14:00:00.000Z,2026-03-05T15:00:00.000Z,False,Beginner,['2bd3cf24'],205,['Tools & Tech'],,
1255,Cleaning data with OpenRefine,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Learn how to explore, clean and reshape data using OpenRefine, a versatile tool that great for data novices and power users alike.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for people with some basic experience working with data. Laptops will be provided.</p>",Hands-on,2026-03-05T15:15:00.000Z,2026-03-05T16:15:00.000Z,False,Beginner,['8a152e81'],205,"['Tools & Tech', 'Data analysis']",,
1256,Google Sheets 1: Getting started with spreadsheets,False,"<p class=""mt-4 leading-relaxed text-gray-800"">In this introduction to spreadsheets, you&#39;ll begin analyzing data with Google Sheets, a simple but powerful tool. You&#39;ll learn how to enter data, navigate spreadsheets and conduct simple calculations like sum, average and median.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Data beginners. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-05T14:00:00.000Z,2026-03-05T15:00:00.000Z,False,Beginner,['08d3caeb'],202,['Data analysis'],,
1257,Google Sheets 2: Formulas & sorting,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Much of Google Sheets&#39; power comes in the form of formulas. In this class, you&#39;ll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it&#39;s totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Anyone who has taken Google Sheets 1 or has been introduced to spreadsheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-05T15:15:00.000Z,2026-03-05T16:15:00.000Z,False,Beginner,['281fbd5a'],202,['Data analysis'],,
1258,Google Sheets 3: Filtering & pivot tables,False,"<p class=""mt-4 leading-relaxed text-gray-800"">A look at the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours. We&#39;ll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Anyone familiar with formulas, sorting and filtering in a spreadsheet program. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-05T16:30:00.000Z,2026-03-05T17:30:00.000Z,False,Intermediate,['36c5de14'],202,['Data analysis'],,
1259,Google Sheets 1: Getting started with spreadsheets (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">In this introduction to spreadsheets, you&#39;ll begin analyzing data with Google Sheets, a simple but powerful tool. You&#39;ll learn how to enter data, navigate spreadsheets and conduct simple calculations like sum, average and median.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Data beginners. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,False,Beginner,['0ed8c138'],202,['Data analysis'],,
1260,Google Sheets 2: Formulas & sorting (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">Much of Google Sheets&#39; power comes in the form of formulas. In this class, you&#39;ll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it&#39;s totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Anyone who has taken Google Sheets 1 or has been introduced to spreadsheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-06T15:15:00.000Z,2026-03-06T16:15:00.000Z,False,Beginner,['a34276ee'],203,['Data analysis'],,
1261,Google Sheets 3: Filtering & pivot tables (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">A look at the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours. We&#39;ll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Anyone familiar with formulas, sorting and filtering in a spreadsheet program. Laptops will be provided, or you can bring your own (no tablets). You will need a free Google account to participate.</p>",Hands-on,2026-03-06T16:30:00.000Z,2026-03-06T17:30:00.000Z,False,Intermediate,['c403dd3f'],203,['Data analysis'],,
1262,Google Sheets: Advanced pivot tables,False,"<p class=""mt-4 leading-relaxed text-gray-800"">You&#39;ve done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those &quot;column&quot; and &quot;filter&quot; boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-07T14:00:00.000Z,2026-03-07T15:00:00.000Z,False,Intermediate,['4c10f53a'],102,['Data analysis'],,
1263,Google Sheets: Importing & data prep,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Don&#39;t give up if your data isn&#39;t presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Anyone comfortable working in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-07T16:30:00.000Z,2026-03-07T17:30:00.000Z,False,Beginner,['01b58630'],201,['Data analysis'],,
1264,Google Sheets: Advanced pivot tables (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">You&#39;ve done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those &quot;column&quot; and &quot;filter&quot; boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-08T13:00:00.000Z,2026-03-08T14:00:00.000Z,False,Intermediate,['9ace056f'],201,['Data analysis'],,
1265,Google Sheets: Importing & data prep (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">Don&#39;t give up if your data isn&#39;t presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Anyone comfortable working in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.</p>",Hands-on,2026-03-08T14:15:00.000Z,2026-03-08T15:15:00.000Z,False,Beginner,['71ecc96b'],201,['Data analysis'],,
1266,R 1: Intro to R and RStudio (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">Jump into data analysis with R, the powerful open-source programming language. In this class we’ll cover R fundamentals and learn our way around the RStudio interface for using R.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People with a basic understanding of data analysis who are ready to go beyond spreadsheets. Laptops will be provided.</p>",Hands-on,2026-03-06T16:30:00.000Z,2026-03-06T17:30:00.000Z,False,Beginner,['e00dd2d6'],204,['Data analysis'],,
1267,R 2: Data analysis and plotting (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">We&#39;ll use the tidyverse packages dplyr and ggplot2, learning how to sort, filter, group, summarize, join, and visualize to identify trends in your data. If you want to combine SQL-like analysis and charting in a single pipeline, this session is for you.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People who have worked with data operations in SQL or Excel and would like to do the same in R and have some experience working with RStudio. Laptops will be provided.</p>",Hands-on,2026-03-06T19:30:00.000Z,2026-03-06T20:30:00.000Z,False,Intermediate,['72cf5efd'],204,['Data analysis'],,
1268,R 3: Gathering and cleaning data (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">Learn how to import a wide variety of files in R including spreadsheets, files on the web and HTML tables, and transform the results into usable data. This session will also focus on how to clean and structure the data you&#39;ve gathered in preparation for analysis using tidyverse packages.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People who have some experience using R and the Tidyverse. Laptops will be provided.</p>",Hands-on,2026-03-06T20:45:00.000Z,2026-03-06T21:45:00.000Z,False,Intermediate,['0b500c51'],204,['Data analysis'],,
1269,Introduction to the command line (OSX) (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">Too often in data journalism we forget about the basics. And it doesn&#39;t get as basic as the command line. Even knowing a little will make your job easier. We will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: People who feel intimidated by the command line on their computer, but want to explore the power of command line tools. Laptops will be provided.</p>",Hands-on,2026-03-08T15:30:00.000Z,2026-03-08T16:30:00.000Z,False,Beginner,['77b13730'],205,['Tools & Tech'],,
1270,Scraping without programming (repeat),False,"<p class=""mt-4 leading-relaxed text-gray-800"">Yes, you can scrape data without using code -- in fact, all you need is Google Sheets! We&#39;ll be using Excel-type formulas (don&#39;t worry if you don&#39;t know what those are, either) to make simple scrapers that automatically pull data into Google Sheets. It’s the best way to get around clunky websites and unhelpful PIOs!</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This session is good for: Beginners who want to start using data for their stories. Attendees will need to bring their own laptop (no tablets) for the training.</p>",Hands-on,2026-03-07T22:00:00.000Z,2026-03-07T23:00:00.000Z,False,Beginner,['168c940b'],201,"['Tools & Tech', 'Data analysis']",,
1271,Reporting on disappearing data about LGBTQ+ people,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Reporters all over the country have scrambled to find and use quality data after the federal government deleted thousands of records about DEI, health, and the environment, to name a few. But as LGBTQ+ people are a notable target of the Trump Administration, it&#39;s not surprising that data about LGBTQ+ people has gone dark, been altered or is otherwise now more difficult to find. Come to this session to learn about what has happened to data about LGBTQ+ people, where to find it, and what happens when you need to be your own data architect.</p>",Panel,2026-03-07T15:15:00.000Z,2026-03-07T16:15:00.000Z,True,Beginner,"['b754b942', '5603ece1', '3fc6b488']",White River I,"['Equity, inclusion and accessibility']",,
1272,Fun with shapes: Scripted mapping in R or Python,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Let&#39;s face it, QGIS is the Excel of geospatial analysis. Sure, doing simple mapping in it and ArcGIS is a blast, but executing complex, reproducible joins and measurements can be a real drag. Taking a more scripted approach is way less of a buzzkill, especially when you need to revisit your earlier work or share with others.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Whether you choose R or Python, follow along from mapping basics to more complex techniques that will make your next geospatial analysis a walk in the park. Cut loose, write some replicable code and have fun with shapes!</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Preregistration is required and seating is limited. To get the most out of this session, you should have a working knowledge of both GIS/mapping techniques and some experience with either Python or R. Laptops will be provided.</p>",Hands-on,2026-03-05T19:30:00.000Z,2026-03-05T23:00:00.000Z,False,Advanced,"['aa9c3c2c', 'f6163300', 'efede6d2']",205,['Mapping'],,45
1273,Using LLMs to improve your archives,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Most newsroom archives contain years of institutional knowledge unread by most. This session shows how to unlock them to make your reporters more informed and to help onboard new journalists. Drawing on a university course where journalism students with little coding experience built &quot;beat books&quot; from local newspaper archives from Maryland&#39;s Eastern Shore, we&#39;ll walk participants through a reproducible pipeline using open and commercial LLMs.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Laptops will be provided.</p>",Hands-on,2026-03-07T14:00:00.000Z,2026-03-07T15:00:00.000Z,False,Intermediate,"['63d8f868', '8410dc05', '4d09b0df']",205,['AI'],,
1274,SOLD OUT - First LLM Classifier: Practical AI in the newsroom,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Join Ben Welsh and Andrew Briz to learn how journalists use large-language models to organize and analyze massive datasets.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This three-hour, hands-on class will give you hands-on experience creating a machine-learning model that can read and categorize the text recorded in newsworthy datasets.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">It will teach you how to:</p>
<p class=""mt-4 leading-relaxed text-gray-800"">- Submit large-language model prompts with the Python programming language<br/>- Write structured prompts that can classify text into predefined categories<br/>- Submit dozens of prompts at once as part of an automated routine<br/>- Evaluate results using a rigorous, scientific approach<br/>- Improve results by training the model with rules and examples</p>
<p class=""mt-4 leading-relaxed text-gray-800"">By the end, you will understand how LLM classifiers can outperform traditional machine-learning methods with significantly less code. And you will be ready to write a classifier on your own.</p>",Hands-on,2026-03-05T14:00:00.000Z,2026-03-05T17:30:00.000Z,False,Intermediate,"['c2d4b387', '146344c3']",104,['AI'],,45
1275,Journalism jobs for Internationals,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Things have gotten much tougher for international journalists and students who want to work in the US. New policies, hiring slowdowns and a general lack of clarity have made an already difficult process even more stressful. But you are not alone—it’s time for us to band together. Journalism Jobs for Internationals was created by volunteers to share resources, answer questions and build a community where international journalists can support one another. In this session, we will present what we have compiled, answer your questions and listen to your feedback. Help us better help you!</p>",Special,2026-03-05T16:30:00.000Z,2026-03-05T17:30:00.000Z,False,Beginner,"['cc6fa40b', '829baf74', '4e88909a']",White River E,['International'],,
1276,Managing investigators: Leading those born to challenge authority,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Being a news manager is already tough, but what if you supervise investigative journalists? They come with an extra layer of challenges because their very job (and likely their personality) makes them hyper-alert to authority figures. This course is designed to give you some tools and tactics to lead individuals and entire teams of investigators more effectively. Learn from three investigative managers from different media at different stages of their leadership careers. How did they launch into their roles, and what experience have they gained along the way? This course is for current investigative managers and anyone aspiring to step into such a position in the future.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">NEW AT NICAR26: We’ll tailor portions of this course for people who may be navigating AI and also offer details on IRE’s new Managers of Color cohort. We’re also squeezing it into two hours of learning, then an hour-long management networking/meetup event. Oh… and it’s free to attend (typically, an additional fee is required)!</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Topics will include: managing compassionately, hiring challenges, transitioning to management, forging partnerships, building relationships, handling resource cuts, organization/structure, tough decisions/conversations, in-house training/growth, delivering feedback, creating inclusive opportunities, and juggling responsibilities/projects/work.</p>",Master Class,2026-03-06T14:00:00.000Z,2026-03-06T16:15:00.000Z,False,Intermediate,"['84e1592a', '4f16ae15', 'd6cb8255']",209,['Management'],,0
1277,Mentor program breakfast (invitation-only event),False,"<p class=""mt-4 leading-relaxed text-gray-800"">If you signed up for the conference mentor program, come meet your match at this invitation-only breakfast.</p>",Special,2026-03-06T12:45:00.000Z,2026-03-06T13:45:00.000Z,False,Beginner,[],Griffin Hall,['Event'],,
1278,Introduction to R,False,"<p class=""mt-4 leading-relaxed text-gray-800"">We&#39;ll introduce you to R, a free, powerful open-source programming language that will take your data reporting to the next level. By the end of this three-hour session, you will be able to read data from common file types into R, clean and explore it, create visualizations, and make your entire data workflow reproducible. We&#39;ll also talk about how to find help when you&#39;re stuck.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Workshop prerequisites: This session will be most helpful if you’re comfortable working with data and you’re ready to take your skills to the next level.</p>
<p class=""mt-4 leading-relaxed text-gray-800"">Preregistration is required and seating is limited. Laptops will be provided for the training.</p>",Hands-on,2026-03-07T14:00:00.000Z,2026-03-07T17:30:00.000Z,False,Intermediate,"['e99ac350', 'b2c45eda']",204,['Data analysis'],,45
1279,Manager meetup: Networking for investigative leaders,False,"<p class=""mt-4 leading-relaxed text-gray-800"">Leading investigative journalists can be extra challenging, so let us help! Socialize, forge partnerships or find a support group at this NICAR26 meetup! Swap best practices, laugh at lessons learned along your journey and find out more about IRE’s upcoming management training initiatives!</p>
<p class=""mt-4 leading-relaxed text-gray-800"">This networking event takes place directly after the always-popular, slightly shorter, FREE “Managing Investigators” master class. You don’t have to attend the master class in order to stop by the meetup, though we welcome you to check it out! This networking session is for anyone managing (or aspiring to manage) investigators.</p>",Networking,2026-03-06T16:30:00.000Z,2026-03-06T17:30:00.000Z,False,Beginner,"['84e1592a', '4f16ae15', 'd6cb8255']",209,"['Event', 'Management']",,
